id,brand,price,currency,color,features,condition,condition_description,seller_note,gpu,processor,processor_speed,processor_speed_unit,type,width_of_the_display,height_of_the_display,os,storage_type,hard_drive_capacity,hard_drive_capacity_unit,ssd_capacity,ssd_capacity_unit,screen_size_inch_,ram_size,ram_size_unit
1575,lenovo,299.0,$,black,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","professionally tested working. the unit shows minor cosmetic signs of wear and tear (scratches, scuffing, etc.). include an original ac adapter. model",amd,amd ryzen 7 pro 3700u,2.30,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,16.0,gb,512.0,gb,14,16.0,gb
1583,dell,245.0,$,black,"10/100 LAN Card,  Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Force Touch Trackpad,  Multi-Touch Trackpad,  Touch ID,  Widescreen Display,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","dell latitude 7490 laptop in excellent working and cosmetic used condition as seen from the pictures. item has minor scuffs, marks and scratches on the surface from previous use. no dead pixels or scratches on the monitor (lcd) display. comes preloaded with a genuine copy of microsoft win 10 pro 64-bit operating system and ready to go! with 1tb ssd of storage and 32gb ram, you definitely have sufficient work power! the battery is in excellent condition and hold charge at around 99% and comes with the original dell 65 watts power charger. best bargain on ebay not to miss!",intel,intel core i5 vpro 8th gen,1.70,GHz,notebook/laptop,1366.0,768.0,windows,ssd,1.0,tb,1.0,tb,14,32.0,gb
1589,dell,479.0,$,black,"Bluetooth, Built-in Webcam, Wi-Fi, Backlit Keyboard",Undefined,Undefined,undefined,intel,intel core i5 12th generation,2.00,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,15.6,16.0,gb
1591,other,250.0,$,black,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Force Touch Trackpad, Rugged",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","pre-owned in good working condition. a/c power adapter included. may show signs of minor surface cosmetic blemishes from regular usage, but does not affect the overall function of the unit.",other,intel core m5 6th generation,1.10,GHz,other,1920.0,1080.0,windows,ssd,128.0,gb,128.0,gb,12.5,8.0,gb
1592,dell,388.0,$,silver,"Backlit Keyboard, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",good used condition - wear from normal use. ac adapter (power cord) included.,nvidia,intel core i7 8th generation,2.60,GHz,notebook/laptop,1920.0,1080.0,unknown,ssd,512.0,gb,512.0,gb,15.6,32.0,gb
1595,other,300.0,$,gray,"Backlit Keyboard,  Built-in Microphone,  Built-in Webcam",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel core i5 8th generation,3.80,GHz,notebook/laptop,2160.0,1440.0,windows,ssd,512.0,gb,1.0,tb,14,8.0,gb
1596,hp,85.0,$,multicolor,"WiFi,  Headphone Mic Combo Jack,  Bluetooth,  Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","great condition. each unit has been professionally refurbished and is in full functioning condition. the device has also been cleaned and tested by our in-house computer technicians. may have some scratching on the top or bottom, screens are in good condition.",intel,intel celeron n,2.16,GHz,notebook/laptop,1366.0,768.0,chrome,emmc,16.0,gb,16.0,gb,11.6,4.0,gb
1598,hp,110.94,$,white,Touchscreen,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel celeron n,1.10,GHz,notebook/laptop,1366.0,768.0,windows,emmc,64.0,gb,64.0,gb,14,4.0,gb
1600,hp,135.0,$,silver,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Touch Bar, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","completely refur with new o/s load, tested, and complete with new ac power adapter",nvidia,intel core i7,2.20,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,15.6,8.0,gb
1604,other,290.0,$,other,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Rugged,  Stylus,  Touchscreen,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i7 6th generation,2.50,GHz,other,1366.0,768.0,windows,ssd,256.0,gb,256.0,gb,11.6,16.0,gb
1605,hp,395.0,$,other,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Touchscreen,  Wi-Fi,  IR Camera for Hello Windows Feature,  Fingerprint Reader,  Bang & Olufsen Audio,  Stereo Speakers,  Smart Card Reader,  720p Webcam,  Full HD WLED backlight Display",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","hp zbook firefly 14 g7 mobile workstation. excellent laptop, intel core i7-10th gen, 1tb nvme ssd, 32 gb ram and 14-inch fhd touchscreen. it's in excellent condition laptop. top casing (lid) and bottom base show light signs of use. screen, keyboard, palmrest, touchpad are in excellent condition. battery is in good condition and holds charge. genuine hp charger is included",nvidia,intel core i7 10th generation,1.80,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,1.0,tb,1.0,tb,14,32.0,gb
1606,hp,49.94,$,gray,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","used in working condition. may have scratches, scuffs, marks on screen, and general signs of use.",other,intel celeron,1.10,GHz,notebook/laptop,1366.0,768.0,chrome,emmc,32.0,gb,32.0,gb,14,8.0,gb
1608,dell,930.0,$,black,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Optical Drive, Wi-Fi",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,intel pentium 3825u 1.90ghz,1.90,GHz,notebook/laptop,1600.0,900.0,windows,ssd,1.0,tb,1.0,tb,17.3,16.0,gb
1612,dell,330.0,$,other,Wi-Fi,Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",fully tested great condition one year warranty,intel,intel core i7 8th generation,2.60,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,15.6,512.0,gb
1615,samsung,159.0,$,silver,Built-in Microphone,Undefined,Undefined,undefined,other,qualcomm snapdragon 7c gen 2,2.55,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,64.0,gb,64.0,gb,14,4.0,gb
1619,dell,225.0,$,black,Touchscreen,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","pre-owner dell precision 7510 mobile workstation touchscreen 15.6"" intel quad core i7-6820hq @2.70ghz, 16gb memory, 512gb ssd, 2gb nvidia quadro m1000m 1920 x 1080 resolution, come genuine 180 watt a/c power adapter & battery, fully tested and functional. loaded windows 11 pro 64bit.",nvidia,intel quad i7-6920hq @2.90ghz,2.70,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,15.6,16.0,gb
1621,lenovo,616.5,$,gray,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Touchscreen, Wi-Fi, Fingerprint Reader, Webcam Kill Switch",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.","this laptop has been ""certified factory refurbished"" by lenovo direct (not by 3rd party) to brand new condition and is backed by a lenovo factory warranty. looks just ""like new"" sealed in a lenovo box. lenovo warranty card. all original accessories included! you wont see a difference. save big!!!",intel,intel core i7 12th generation,4.70,GHz,notebook/laptop,2560.0,1600.0,windows,ssd,512.0,gb,512.0,gb,16.0,16.0,gb
1622,other,324.0,$,gray,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Convertible 2-in-1 Laptop/Tablet,  Wi-Fi",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel n100,3.40,GHz,notebook/laptop,1920.0,1200.0,windows,ssd,512.0,gb,512.0,gb,10.5,12.0,gb
1624,lenovo,154.0,$,black,"Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","fair to good condition. this is a used laptop. except for some minor wear and tear, its full functioning as it should be. it comes with 16gb ram memory 512gb ssd hard drive, windows 11 pro office pro.adobe web cam wifi complete with battery and charger. ready to use. note: no built-in optical dvd drive",intel,intel core i5-5300u cpu @ 2.30 ghz,2.30,GHz,notebook/laptop,1600.0,900.0,windows,ssd,512.0,gb,512.0,gb,14,16.0,gb
1625,hp,380.0,$,silver,"Widescreen Display, Backlit Keyboard, Touchscreen, Convertible 2-in-1 Laptop/Tablet, Multi-Touch Trackpad, Bluetooth, Built-in Microphone, 10/100 LAN Card, Touch ID, Built-in Webcam, Wi-Fi",Undefined,Undefined,undefined,intel,intel core i5 11th generation,2.40,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,15.6,8.0,gb
1627,dell,800.0,$,silver,"Wi-Fi,Bluetooth,Built-in Webcam,Built-in Microphone",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,i5-11500h,4.6,GHz,notebook/laptop,1920.0,1200.0,windows,ssd,256.0,gb,256.0,gb,17,16.0,gb
1631,hp,58.0,$,black,"Webcam,  Bluetooth,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","fully tested, fully functional. this device is in good cosmetic condition may have minor scratches or scuffs on the body and screen. it has been tested and restored to 100% functionality. comes in a white box with a charger",other,amd a4,1.60,GHz,notebook/laptop,1366.0,768.0,chrome,emmc,16.0,gb,16.0,gb,11.6,4.0,gb
1633,lenovo,400.0,$,black,"Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 10th generation,1.60,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,1.0,tb,1.0,tb,15.6,32.0,gb
1636,hp,139.0,$,silver,"Built-in Microphone, Wi-Fi, Built-in Webcam, Bluetooth",Undefined,Undefined,undefined,intel,intel celeron,1.10,GHz,notebook/laptop,1920.0,1200.0,chrome,ssd,128.0,gb,128.0,gb,14,4.0,gb
1644,lenovo,200.0,$,other,"Webcam,  Bluetooth,  Wi-Fi",Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",undefined,intel,intel core i5 6th generation,2.40,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,14,20.0,gb
1645,lenovo,289.0,$,blue,"Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Stereo speakers, Wi-Fi 6",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel pentium silver n6000,o3.3,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,1.0,tb,1.0,tb,15.6,36.0,gb
1646,lenovo,280.0,$,black,"Backlit Keyboard, Bluetooth, Built-in Webcam, Touch ID, Wi-Fi",Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",fully tested in great condition one year warranty,intel,intel core i5 8th generation,1.70,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,500.0,gb,500.0,gb,14,16.0,gb
1648,dell,49.5,$,black,"Built-in Microphone, Built-in Webcam, Rugged, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","excellent condition. may have some very light signs of use on exterior, barely noticeable. fully functional 100%. these have been tested, cleaned and imaged, and are in full working condition. includes authentic dell ac adapter. a grade laptop!",intel,intel celeron n2840,2.16,GHz,notebook/laptop,1366.0,768.0,chrome,ssd,16.0,gb,16.0,gb,11.6,4.0,gb
1651,lenovo,594.5,$,blue,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Touchscreen,  Wi-Fi,  Fingerprint Reader",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.","this laptop has been ""certified factory refurbished"" by lenovo direct (not by 3rd party) to brand new condition and is backed by a lenovo factory warranty. looks just ""like new"" sealed in a lenovo box. lenovo warranty card. all original accessories included! you wont see a difference. save big!!!",intel,intel core i7 13th generation,5.00,GHz,notebook/laptop,1920.0,1200.0,windows,ssd,512.0,gb,512.0,gb,16,16.0,gb
1653,other,160.0,$,gray,"Bluetooth, Built-in Microphone, Built-in Webcam",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel celeron n4100,2.70,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,14.1,8.0,gb
1655,dell,185.0,$,black,Rugged,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",good working and in cosmetic shape. back light keyboard. comes with a compatible dell charger,intel,intel core i5 6th generation,2.40,GHz,other,1366.0,768.0,windows,ssd,512.0,gb,512.0,gb,14,8.0,gb
1656,lenovo,199.0,$,black,"Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","light scratches and scuffs on the exterior of the unit, light keyboard marks on the screen that are not visible during use, keyboard is in good condition.",intel,intel core i5 8th generation,1.6,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,14,16.0,gb
1658,lenovo,160.0,$,black,"Built-in Webcam, Bluetooth, Optical Drive, Built-in Microphone, Wi-Fi",Undefined,Undefined,undefined,intel,undefined,1.70,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,12.5,8.0,gb
1659,microsoft,230.0,$,silver,"Bluetooth, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Built-in Microphone",Undefined,Undefined,undefined,intel,intel pentium gold,1.10,GHz,notebook/laptop,1920.0,1280.0,windows,ssd,64.0,gb,64.0,gb,10.5,4.0,gb
1662,lenovo,48.0,$,black,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 3rd generation,2.60,GHz,notebook/laptop,1366.0,768.0,windows,ssd,500.0,gb,500.0,gb,14,8.0,gb
1667,hp,150.0,$,gray,"Anti-glare HD LED Display, Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Hyper-Threading Technology, Intel Turbo Boost Technology, Multi-Touch Trackpad, Touchscreen, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","this hp x360 laptop was used before and will show normal signs of use and handling with nothing major, the hp x360 laptop has be professionally tested and guaranteed to function normally. the laptop is in overall great conditions.",intel,intel celeron n,1.10,GHz,notebook/laptop,1366.0,768.0,windows,ssd,128.0,gb,128.0,gb,11.6,4.0,gb
1669,other,202.5,$,gray,"Built-in Microphone, Built-in Webcam",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel celeron n4020,2.60,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,1.0,tb,14.1,8.0,gb
1671,dell,700.0,$,silver,"Touchscreen, Bluetooth, Backlit Keyboard",Undefined,Undefined,undefined,intel,intel core i7 13th generation,3.70,GHz,notebook/laptop,2560.0,1600.0,windows,ssd,1.0,tb,1.0,tb,16,32.0,gb
1673,lenovo,900.0,$,gray,"Bluetooth, Built-in Webcam, Wi-Fi, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,nvidia,intel core i7 12th generation,4.70,GHz,notebook/laptop,2560.0,1600.0,windows,ssd,512.0,gb,512.0,gb,16,16.0,gb
1674,acer,53.0,$,silver,"Touchscreen, Bluetooth, Built-in Webcam",Undefined,Undefined,undefined,other,mediatek mt8173c,2.10,GHz,notebook/laptop,1920.0,1080.0,chrome,emmc,32.0,gb,32.0,gb,13.3,4.0,gb
1683,lenovo,100.0,$,black,"Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Touchscreen, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","good condition. renewed lenovo laptop w/ 90-day warranty. may show signs of normal wear, light scratches, scuffs, etc",intel,intel celeron n,1.60,GHz,notebook/laptop,1366.0,768.0,windows,ssd,128.0,gb,128.0,gb,11.6,4.0,gb
1684,acer,650.0,$,black,"10/100 LAN Card, Built-in Webcam, Bluetooth, Wi-Fi, Built-in Microphone, Widescreen Display",Undefined,Undefined,undefined,nvidia,intel core i5 12th generation,4.00,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,17.3,8.0,gb
1686,dell,455.0,$,black,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Multi-Touch Trackpad,  Widescreen Display,  Wi-Fi",Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",aaa pcs is a microsoft authorized refurbisher partner. (mar) your computer will ship securely in a new brown box to ensure a great delivery experience. minimal imperfections may be present such as light scuffs. genuine ac adapter & battery included with your order.,intel,intel core i7 10th generation,4.90,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,1.0,tb,1.0,tb,14,16.0,gb
1688,microsoft,400.0,$,other,Wi-Fi,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,10th gen intel core i5,1.10,GHz,notebook/laptop,2736.0,1824.0,unknown,ssd,128.0,gb,128.0,gb,12.3,8.0,gb
1689,other,362.5,$,black,Touchscreen,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel core i7 12th generation,4.70,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,14.1,8.0,gb
1698,lenovo,209.0,$,black,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Widescreen Display,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","factory reset and tested to power on properly. may have scuffs, edge chips, writing, stickers or residue, dust / dirt, or minor bright spots / scratches on screens. no missing hinge covers. batteries not tested - batteries as is. each lot includes 10 chromebooks and 10 chargers. no other accessories included. they are on their final google update.",intel,intel celeron n3050,1.60,GHz,notebook/laptop,1366.0,768.0,chrome,ssd,16.0,gb,16.0,gb,11.6,4.0,gb
1699,dell,124.9,$,silver,"10/100 LAN Card,  5G,  Built-in Microphone,  Multi-Touch Trackpad,  Optical Drive,  Rugged,  Widescreen Display,  Wi-Fi,  Serial D-SUB",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",great condition! complete with good working battery & power supply / charger. internal dvd-rw. nothing missing & nothing broken. no scratches or issues with screen.,amd,intel pentium m,1.73,GHz,notebook/laptop,1680.0,1050.0,windows,hdd/ssd,120.0,gb,120.0,gb,15.4,2.0,gb
1703,lenovo,700.0,$,gray,"Touchscreen, Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, IPS Panel, Multi-Touch Trackpad, Convertible 2-in-1 Laptop/Tablet, Backlit Keyboard, Built-in Microphone, Stylus",Undefined,Undefined,undefined,intel,intel core i5 13th generation,1.30,GHz,notebook/laptop,1920.0,1200.0,windows,ssd,512.0,gb,512.0,gb,16,16.0,gb
1705,hp,699.0,$,silver,"Numeric Keypad, Audio by B&O, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,nvidia,12th gen intel core i5-12450h,4.40,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,2.0,tb,2.0,tb,15.6,64.0,gb
1709,lenovo,335.0,$,gray,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Stylus, Touchscreen, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","grade blcd - laptop will have cosmetic blemishes that include scratches and/or other surface imperfections. some laptops may exhibit shiny keys on the keyboard and/or shiny surfaces around the keyboard. all key characters will be legible. the lcd will have minor blemishes such as minor white spots, impressions, or a small hairline scratch. batteries are in good health. grade blcd units will typically be priced lower than the grade a equivalent and will have the same warranty as all products.",intel,intel core i7 8th generation,1.90,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,14,16.0,gb
1710,lenovo,379.0,$,black,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Widescreen Display,  Wi-Fi",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,amd,amd,2.3,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,13.3,8.0,gb
1711,other,170.5,$,other,"10/100 LAN Card,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  HSDPA,  Rugged,  Touchscreen",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","these are lease return units in good condition , comes with stylus pen and win7 installed ready to use !!!!",intel,intel core i7,1.07,GHz,other,1366.0,768.0,windows,ssd,120.0,gb,120.0,gb,10.4,4.0,gb
1712,hp,135.0,$,silver,"10/100 LAN Card,  Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Multi-Touch Trackpad,  Touch Bar,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","completely refur with new o/s load, tested, and complete with new ac power adapter",nvidia,intel core i7,2.20,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,15.6,8.0,gb
1718,other,250.0,$,black,"10/100 LAN Card,  Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Convertible 2-in-1 Laptop/Tablet,  Force Touch Trackpad,  Rugged",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","pre-owned in good working condition. a/c power adapter included. may show signs of minor surface cosmetic blemishes from regular usage, but does not affect the overall function of the unit.",other,intel core m5 6th generation,1.10,GHz,other,1920.0,1080.0,windows,ssd,128.0,gb,128.0,gb,12.5,8.0,gb
1720,hp,350.0,$,silver,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.",undefined,intel,intel core i5 11th generation,2.60,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,14,16.0,gb
1722,lenovo,149.0,$,black,"Backlit Keyboard, Bluetooth, 3D Camera, Wi-Fi, Touch ID",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.40,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,15,16.0,gb
